cell,x,y,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hemlock,Hickory,Maple,Oak,Other.hardwood,Pine,Poplar,Spruce,Tamarack,Tulip.poplar,Walnut,Total
21382,485000,918000,NA,NA,NA,14.37310685,NA,NA,6.950052477,NA,NA,NA,12.7429204,26.69983179,NA,NA,25.5508694,NA,NA,NA,NA,16.50995022
21383,493000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.600333089,NA,NA,NA,NA,NA,2.600333089
21384,501000,918000,23.66474533,NA,NA,NA,NA,NA,NA,9.634578264,44.46701576,NA,59.19698184,43.70318658,NA,21.2933778,9.529440278,NA,1.958340294,NA,NA,28.57231697
21385,509000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21386,517000,918000,8.542426561,NA,NA,6.69382863,NA,NA,NA,NA,11.6512803,NA,58.20245877,55.96609144,NA,8.019380883,15.79320699,NA,13.14797481,NA,NA,22.25208105
21387,525000,918000,NA,NA,NA,3.505181516,NA,NA,NA,NA,54.42674001,NA,10.50442105,6.298529352,NA,57.49016743,11.42866041,NA,4.550514749,NA,NA,27.46132098
21388,533000,918000,3.080319601,23.26195558,NA,6.05364667,48.41835429,NA,NA,2.067312297,NA,NA,25.19265854,35.21543819,NA,NA,17.46376544,NA,NA,NA,NA,20.54784254
21389,541000,918000,11.05842253,7.938348814,NA,40.23586983,4.807236608,3.037182163,6.195354726,3.166663734,8.245356913,16.28188483,36.99728453,56.40259301,NA,8.412827202,37.15618387,NA,NA,NA,NA,20.27380478
21390,549000,918000,13.08251788,2.274647412,3.033756349,17.11320037,12.55182716,NA,7.79429956,NA,25.04124595,27.20625346,87.27100239,NA,NA,NA,9.993780745,NA,NA,NA,NA,26.24519965
21391,557000,918000,34.00964932,65.39314032,NA,NA,51.69625029,NA,3.744135423,NA,NA,NA,44.00900593,NA,NA,NA,NA,NA,NA,NA,NA,41.07088586
21392,565000,918000,NA,NA,NA,3.321736606,7.25517621,NA,NA,2.132030043,NA,NA,72.32220974,NA,NA,NA,16.50003278,NA,NA,NA,NA,20.30623708
21393,573000,918000,12.39796517,NA,NA,NA,12.95951153,NA,8.542426561,NA,54.66862191,NA,14.30942422,46.59731982,NA,30.64574744,6.348911848,NA,NA,NA,NA,24.43885671
21394,581000,918000,13.21321093,NA,NA,NA,NA,NA,7.086756364,NA,NA,NA,10.03436045,44.18292824,NA,NA,NA,NA,NA,NA,NA,18.629314
21395,589000,918000,43.65307012,NA,NA,3.889262263,18.29377158,2.563913947,NA,NA,30.38671996,NA,NA,NA,NA,NA,4.821613345,NA,NA,NA,NA,17.41458897
21396,597000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21397,605000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21398,613000,918000,2.639480431,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.90255168,14.05174488,NA,NA,34.76055486,NA,NA,NA,NA,28.68257047
21399,621000,918000,8.682468565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.039961224,NA,NA,NA,NA,7.134966118
21403,653000,918000,23.58511092,11.93038194,NA,3.232142465,26.38364318,2.79456528,NA,NA,NA,7.598532999,NA,37.17514047,NA,NA,6.147425323,NA,NA,NA,NA,14.85586782
21404,661000,918000,7.874865061,7.79429956,NA,12.04707585,NA,NA,NA,NA,NA,NA,40.00826155,177.813793,NA,NA,20.18820157,NA,NA,NA,NA,44.28774943
21405,669000,918000,22.29735211,NA,NA,16.90149492,5.720137213,NA,NA,NA,18.38486735,NA,22.95465684,NA,NA,8.739267158,4.821613345,19.94534142,NA,NA,NA,14.88756356
21406,677000,918000,2.639480431,NA,NA,23.31333666,51.23631493,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.28330456,NA,NA,NA,NA,24.36810915
21419,781000,918000,20.37599103,NA,235.885316,NA,NA,NA,NA,NA,NA,NA,17.5477078,53.27495579,NA,35.07758255,NA,10.81901484,NA,NA,NA,62.16342801
21420,789000,918000,44.97157306,9.454416586,6.586233539,NA,NA,3.205670979,7.580324906,NA,NA,NA,110.0705765,NA,NA,NA,NA,NA,NA,NA,NA,30.31146593
21421,797000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21424,821000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21426,837000,918000,NA,NA,NA,10.90682683,6.834680177,NA,NA,NA,NA,NA,NA,NA,NA,8.216868772,40.95441993,NA,NA,NA,NA,16.72819893
21427,845000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.60163435,76.96831029,NA,NA,NA,NA,NA,NA,NA,65.78497232
21428,853000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.159874901,NA,NA,NA,NA,2.159874901
21429,861000,918000,NA,9.963714879,7.975822226,NA,NA,35.12625625,NA,NA,NA,NA,20.62417482,47.71161075,NA,8.050559671,18.50367133,NA,NA,NA,NA,19.39000455
21430,869000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5644917,NA,NA,NA,NA,NA,115.5644917
21431,877000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0678822,NA,NA,NA,NA,NA,NA,NA,NA,153.0678822
21432,885000,918000,NA,NA,23.65524556,NA,NA,7.36495094,NA,NA,NA,NA,119.7027401,NA,NA,NA,NA,NA,NA,NA,NA,50.24097886
21433,893000,918000,NA,22.66839965,55.17266547,NA,NA,NA,NA,NA,NA,NA,26.76117746,NA,NA,59.85565355,NA,NA,NA,NA,NA,41.11447403
21434,901000,918000,NA,NA,NA,NA,NA,4.032274314,NA,NA,NA,NA,NA,NA,NA,NA,2.638604666,NA,NA,NA,NA,3.33543949
21435,909000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0080255,NA,NA,NA,NA,NA,10.0080255
21436,917000,918000,NA,NA,NA,NA,NA,NA,NA,16.97419729,NA,NA,NA,62.40180643,NA,10.12214432,NA,NA,NA,NA,NA,24.90507309
21437,925000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.976190781,152.2327913,NA,NA,43.71852216,NA,NA,NA,NA,68.30916808
21438,933000,918000,NA,NA,NA,3.599044091,NA,NA,NA,6.011310178,NA,NA,9.851482767,71.44284401,NA,13.19909358,10.16737449,NA,NA,NA,NA,24.48517095
21439,941000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2729894,103.6368331,NA,54.23155547,NA,NA,NA,NA,NA,68.44455277
21440,949000,918000,NA,NA,NA,NA,NA,10.14619765,NA,NA,NA,NA,NA,223.1242941,NA,NA,11.29527707,29.32317775,NA,NA,NA,68.47223664
21441,957000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9738039,NA,NA,14.18041073,NA,NA,NA,NA,83.07710733
21442,965000,918000,NA,NA,NA,NA,4.908133329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55649906,5.309729564,NA,NA,7.924787317
21443,973000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21444,981000,918000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.56059917,63.61477574,NA,NA,8.072170518,NA,NA,NA,NA,30.08251514
21445,989000,918000,17.0456272,3.205670979,19.14876434,15.56794587,24.47658914,NA,NA,NA,NA,NA,29.15564881,24.8022633,NA,3.334473032,93.55782893,2.544554901,10.96630257,NA,NA,20.76606394
21446,997000,918000,63.66191074,NA,NA,2.887814884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21619,13000,910000,3.291960134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.291960134
21628,85000,910000,13.52657671,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.18901501,NA,NA,NA,NA,NA,NA,NA,NA,19.35779586
21636,149000,910000,NA,28.75756901,NA,NA,NA,NA,NA,NA,NA,NA,28.25108036,49.78609715,NA,NA,NA,NA,NA,NA,NA,35.59824884
21638,165000,910000,NA,NA,NA,NA,NA,NA,14.33875483,NA,NA,NA,37.36590922,NA,NA,NA,NA,NA,NA,NA,NA,25.85233202
21640,181000,910000,10.68060933,3.291960134,NA,NA,NA,NA,NA,NA,NA,NA,13.46303547,69.67159519,NA,NA,NA,NA,NA,NA,NA,24.27680003
21641,189000,910000,NA,97.02024427,NA,NA,NA,NA,28.90695869,NA,NA,10.03233072,174.7849581,NA,NA,NA,NA,NA,NA,NA,NA,62.64682933
21642,197000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21643,205000,910000,NA,NA,NA,NA,NA,9.659373879,9.987041451,NA,NA,NA,14.49176136,3.318172383,NA,NA,NA,NA,NA,NA,NA,9.025608901
21645,221000,910000,NA,14.22983564,NA,NA,NA,NA,NA,NA,NA,NA,51.44481118,217.4784266,NA,NA,NA,NA,NA,NA,NA,94.3843578
21646,229000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21647,237000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.89571175,24.27918412,NA,NA,NA,NA,NA,NA,NA,37.08744794
21648,245000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.3419527,169.7357819,NA,NA,NA,NA,NA,NA,NA,232.0388673
21653,285000,910000,3.55909143,NA,NA,6.829931431,3.751023229,NA,23.49808095,NA,NA,NA,NA,212.9959735,NA,115.6299544,NA,NA,NA,NA,3.934809168,45.53004601
21654,293000,910000,NA,20.46755454,NA,17.26889882,NA,NA,NA,NA,NA,NA,NA,9.028455166,NA,NA,NA,NA,NA,NA,NA,15.58830284
21655,301000,910000,6.814936155,NA,NA,32.82965572,NA,NA,4.231495087,NA,NA,NA,171.7770799,NA,NA,NA,20.17056421,NA,NA,NA,4.13116737,72.93863226
21656,309000,910000,NA,NA,NA,NA,NA,21.92449516,3.037182163,NA,NA,NA,4.647286419,53.60888881,NA,NA,13.7988412,NA,NA,NA,NA,19.40333875
21657,317000,910000,NA,8.310810405,NA,NA,NA,3.205670979,2.20554298,NA,NA,18.17377951,8.827310034,81.94571453,NA,NA,9.365920305,57.58923049,NA,NA,NA,20.78172096
21658,325000,910000,NA,NA,NA,NA,NA,49.64018693,NA,NA,NA,NA,35.93642851,20.84937574,18.67746338,NA,NA,NA,NA,NA,NA,33.07563511
21659,333000,910000,NA,97.34787223,NA,NA,NA,8.507032654,NA,NA,NA,NA,21.16727068,90.95177163,NA,NA,NA,NA,NA,NA,NA,58.34064616
21660,341000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5817961,NA,NA,NA,14.67292183,NA,NA,NA,NA,12.61217134
21661,349000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21662,357000,910000,NA,NA,NA,9.722232921,NA,NA,4.231495087,NA,NA,NA,NA,NA,NA,NA,3.17386152,NA,NA,NA,NA,5.709196509
21663,365000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.966439899,NA,25.34213382,NA,NA,NA,NA,NA,NA,16.65428686
21664,373000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.315140402,222.571622,NA,15.88830805,NA,NA,NA,NA,NA,81.25835683
21665,381000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.12318383,14.55610717,NA,4.811518876,NA,NA,NA,NA,NA,16.49693663
21666,389000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4868053,73.1017499,NA,28.38093052,NA,NA,NA,NA,NA,44.49043323
21667,397000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.647286419,78.14627435,NA,NA,NA,NA,NA,NA,NA,41.39678039
21668,405000,910000,NA,NA,NA,4.617513864,NA,NA,NA,NA,NA,NA,42.83987604,7.826597386,NA,35.83978805,NA,NA,NA,NA,NA,25.80871711
21669,413000,910000,NA,NA,NA,19.16824631,NA,NA,NA,NA,NA,NA,NA,16.0805132,NA,23.52627726,14.2057589,NA,NA,NA,NA,17.43731091
21670,421000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.290225028,NA,NA,37.41592031,NA,NA,NA,NA,NA,21.85307267
21671,429000,910000,13.83944257,2.639480431,NA,NA,NA,NA,NA,NA,NA,NA,34.05225042,42.64933119,NA,29.16462634,31.67379974,NA,NA,NA,NA,25.66982178
21672,437000,910000,NA,NA,NA,2.805214831,NA,NA,NA,NA,NA,NA,21.8836857,47.74207519,NA,36.04009586,2.426616229,NA,NA,NA,NA,28.61893055
21673,445000,910000,NA,NA,NA,9.389892147,NA,NA,2.489654886,NA,NA,NA,41.54447412,81.60947936,NA,42.38925426,56.7407204,NA,NA,NA,NA,44.41185366
21674,453000,910000,11.58287802,31.01643713,NA,NA,NA,NA,NA,NA,NA,NA,110.6930409,57.94225475,NA,NA,NA,NA,NA,NA,NA,52.80865271
21676,469000,910000,8.768200744,NA,NA,NA,NA,NA,NA,NA,NA,5.350546466,21.80181092,113.5896463,NA,NA,NA,NA,NA,NA,NA,37.37755111
21677,477000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.59111906,NA,NA,NA,NA,NA,NA,NA,NA,67.59111906
21678,485000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753394875,NA,NA,NA,NA,9.753394875
21679,493000,910000,3.291960134,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.89373205,58.92498751,NA,2.088872792,24.94718754,NA,NA,NA,NA,41.75973718
21680,501000,910000,NA,NA,NA,6.384549194,NA,NA,NA,NA,NA,NA,69.96320491,3.932640126,NA,9.363950702,3.420990152,NA,NA,NA,NA,15.97046236
21682,517000,910000,14.25963051,NA,NA,11.68085298,NA,6.793733367,NA,NA,NA,NA,53.38865976,24.97565581,NA,18.4468621,NA,NA,NA,NA,NA,21.62098905
21683,525000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.98711264,75.90840914,NA,7.163140479,NA,NA,NA,NA,NA,51.35288742
21684,533000,910000,7.483602791,NA,NA,NA,NA,6.433189773,NA,23.78147979,NA,NA,19.59042272,46.01859364,3.205670979,41.68753633,87.04222788,NA,NA,NA,NA,26.23167494
21685,541000,910000,17.7270018,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.96954732,131.5771552,NA,NA,NA,NA,NA,NA,NA,69.81081291
21686,549000,910000,16.29866544,12.33455596,NA,NA,NA,NA,NA,6.321253669,NA,62.24853279,26.03976686,9.524661719,NA,NA,NA,NA,NA,NA,NA,22.68674333
21687,557000,910000,17.34079167,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.27473077,NA,NA,NA,2.860976714,NA,NA,NA,NA,14.68780748
21688,565000,910000,32.84599714,NA,NA,NA,NA,NA,2.20554298,NA,NA,NA,16.26521605,NA,NA,NA,NA,NA,NA,NA,NA,22.21232775
21689,573000,910000,31.03165382,NA,NA,8.476046497,36.98242675,NA,NA,NA,4.05936143,NA,NA,9.524661719,NA,65.45982009,NA,NA,1.803872142,NA,NA,22.53292396
21690,581000,910000,10.47944128,NA,NA,12.91261376,NA,NA,3.037857792,NA,NA,NA,3.462866325,13.03300816,NA,NA,14.40380024,NA,NA,NA,NA,8.734276112
21691,589000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.48583698,NA,NA,NA,NA,NA,39.48583698
21694,613000,910000,15.90849988,3.650913149,NA,NA,NA,NA,7.506453619,NA,NA,NA,24.5403873,NA,NA,NA,NA,NA,NA,NA,NA,13.50295077
21695,621000,910000,14.80701356,31.84092727,NA,15.55585184,3.601394949,NA,7.270049471,NA,NA,NA,71.85501348,NA,NA,NA,NA,NA,NA,NA,NA,26.54025857
21699,653000,910000,14.77667343,NA,NA,5.539349051,NA,NA,NA,NA,NA,NA,14.82231736,45.32450784,NA,NA,20.0708141,NA,NA,NA,NA,20.10673236
21700,661000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21701,669000,910000,NA,NA,NA,20.79798935,75.87245597,NA,3.205670979,NA,NA,NA,NA,NA,NA,NA,15.80310567,NA,NA,NA,NA,28.91980549
21702,677000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21715,781000,910000,NA,NA,NA,NA,NA,12.33455596,NA,NA,NA,NA,52.31102834,NA,NA,NA,NA,NA,NA,NA,NA,32.32279215
21716,789000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21717,797000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.04151602,NA,NA,NA,NA,NA,NA,NA,39.04151602
21719,813000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21720,821000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13116737,17.52920163,NA,3.575914302,68.07373112,NA,NA,NA,NA,23.32750361
21721,829000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21722,837000,910000,NA,5.51888217,3.82594544,NA,NA,NA,NA,NA,NA,NA,57.18277459,11.90235917,NA,NA,4.618340753,NA,NA,NA,NA,14.22414315
21723,845000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.75664779,NA,6.653203537,NA,NA,NA,NA,NA,44.20492566
21724,853000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21725,861000,910000,NA,NA,NA,25.18826305,NA,NA,NA,NA,NA,NA,NA,62.10339823,NA,39.59137078,NA,NA,NA,NA,NA,42.29434402
21726,869000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.2485489,NA,NA,NA,NA,NA,123.2485489
21727,877000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21728,885000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21729,893000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.66373328,NA,7.473034843,NA,NA,NA,NA,NA,11.60016713
21730,901000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.44037444,2.638604666,NA,NA,NA,NA,17.83978451
21731,909000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.17720163,18.60924012,3.124034615,NA,NA,NA,16.30349212
21732,917000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92830146,NA,NA,NA,NA,42.92830146
21733,925000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.21953189,NA,NA,NA,NA,NA,31.21953189
21734,933000,910000,NA,15.44386741,NA,NA,NA,NA,NA,NA,NA,NA,4.032274314,23.76862403,7.816103246,52.9483975,7.0999388,NA,NA,NA,NA,18.51820088
21735,941000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87924302,122.0984375,NA,12.48442248,17.18308508,NA,NA,NA,NA,49.27047811
21736,949000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21737,957000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.40869851,127.1803031,NA,5.942963353,NA,21.94231881,NA,NA,NA,43.11857095
21738,965000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.93425417,NA,NA,NA,NA,NA,NA,NA,91.93425417
21739,973000,910000,25.98377424,5.148745755,NA,4.296571435,NA,NA,NA,NA,NA,NA,9.43059683,75.69365344,NA,NA,NA,NA,NA,NA,NA,24.11066834
21740,981000,910000,4.43648134,87.13726766,NA,NA,27.77545359,NA,NA,NA,NA,NA,30.2498522,12.81359794,NA,NA,16.21204564,3.603709816,NA,NA,NA,26.55978255
21741,989000,910000,2.20554298,NA,25.88734757,7.247761396,NA,NA,NA,NA,14.0141317,NA,17.18038817,NA,NA,2.881113363,17.57543945,2.153925522,8.399278966,NA,NA,13.18234203
21742,997000,910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21919,45000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.52621279,NA,NA,NA,NA,NA,NA,NA,NA,46.52621279
21930,133000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.47435544,NA,NA,NA,NA,29.47435544
21934,165000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21935,173000,902000,2.954968223,NA,NA,NA,NA,NA,4.333264182,NA,NA,NA,3.744135423,NA,NA,NA,NA,NA,NA,NA,NA,3.677455943
21937,189000,902000,NA,NA,NA,NA,NA,NA,2.716361752,NA,NA,NA,NA,181.0721179,NA,NA,NA,NA,NA,NA,NA,66.59468097
21939,205000,902000,4.754887548,5.66932208,NA,NA,NA,NA,NA,NA,NA,NA,13.29386948,97.84999643,NA,NA,NA,NA,NA,NA,NA,43.8836144
21942,229000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76815363,NA,NA,NA,NA,NA,NA,NA,NA,11.76815363
21945,253000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.74130537,NA,NA,NA,NA,NA,NA,67.74913697,56.74522117
21947,269000,902000,NA,13.92345912,NA,19.99100596,NA,4.333264182,NA,NA,NA,NA,26.9770104,5.350546466,NA,24.72627632,9.654675835,NA,NA,NA,NA,14.99374833
21949,285000,902000,NA,NA,NA,7.03322152,NA,5.053568833,3.303955797,NA,NA,NA,NA,84.50101718,NA,NA,NA,NA,NA,NA,NA,31.28278939
21950,293000,902000,NA,19.22208289,NA,NA,NA,NA,NA,NA,NA,NA,6.814936155,NA,NA,NA,NA,NA,NA,NA,NA,12.47146252
21951,301000,902000,30.74277199,NA,NA,18.43009018,5.071835513,NA,32.23577198,NA,NA,NA,50.93854612,10.45583488,NA,NA,NA,NA,NA,NA,NA,22.43768186
21953,317000,902000,NA,7.859898999,NA,9.820878779,NA,2.906846243,18.65453524,NA,NA,3.516175965,14.7087319,66.9107896,NA,NA,30.87435217,NA,NA,NA,11.42328257,20.36275219
21954,325000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21955,333000,902000,NA,NA,NA,21.01482,NA,39.36097873,3.934809168,NA,NA,NA,25.19084764,117.9246056,NA,NA,NA,NA,NA,NA,NA,52.10166363
21956,341000,902000,NA,10.74682607,NA,17.76263356,NA,NA,NA,NA,NA,NA,20.1666774,69.52785247,NA,NA,13.61032075,NA,NA,NA,NA,31.30068518
21958,357000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21959,365000,902000,NA,NA,NA,NA,NA,4.974519763,NA,NA,NA,NA,2.639480431,66.08577702,NA,NA,26.77826727,NA,NA,NA,NA,25.11951112
21960,373000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13381221,61.13430229,NA,NA,NA,NA,NA,NA,NA,36.13405725
21961,381000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21962,389000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21963,397000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.31969763,NA,NA,10.15141924,NA,NA,NA,NA,40.23555843
21964,405000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54944196,100.6924463,NA,23.69257996,NA,NA,NA,NA,NA,43.64482275
21965,413000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95455225,29.77137079,NA,22.94600046,17.64530213,NA,NA,NA,NA,22.25921707
21966,421000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.956938068,22.3969199,NA,21.60318057,40.86563878,NA,NA,NA,NA,23.56025272
21967,429000,902000,NA,NA,NA,5.85961643,NA,NA,NA,NA,NA,NA,23.96777661,32.51045594,NA,43.67376744,8.783902079,NA,NA,NA,NA,24.46767872
21968,437000,902000,20.81773042,2.563913947,NA,NA,NA,NA,NA,NA,NA,NA,52.69624225,96.40597934,NA,6.368486761,6.58062742,NA,NA,NA,NA,34.72721752
21969,445000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21970,453000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.76252927,NA,NA,NA,NA,34.76252927
21971,461000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21972,469000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.122176533,NA,NA,NA,20.32193591,NA,NA,NA,NA,14.72205622
21973,477000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21974,485000,902000,11.82152299,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.21180898,60.00431159,NA,NA,2.496133885,NA,NA,NA,NA,35.38344436
21975,493000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.468755654,16.9678655,NA,58.22562474,7.397496154,NA,NA,NA,NA,21.60552151
21976,501000,902000,7.52345522,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13116737,26.28831289,NA,9.608474451,NA,NA,NA,NA,NA,11.43197688
21977,509000,902000,39.22157263,NA,NA,NA,NA,3.037182163,NA,NA,NA,NA,16.28573671,17.41213184,NA,96.02114875,NA,NA,NA,NA,NA,44.66648681
21978,517000,902000,NA,NA,NA,NA,NA,22.95032295,NA,NA,NA,NA,40.6719676,NA,NA,33.19974309,NA,NA,NA,NA,NA,32.50544418
21979,525000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.91053792,105.7504211,NA,45.32672506,10.45298431,NA,NA,NA,NA,42.77965523
21980,533000,902000,15.80463801,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.08234877,75.84465386,NA,NA,NA,NA,NA,NA,NA,36.24388022
21981,541000,902000,17.09790615,12.91693453,NA,8.160137614,27.60126505,NA,NA,13.41262494,20.64369179,NA,34.08167712,126.9431409,NA,18.71499909,NA,NA,NA,NA,NA,37.3964444
21982,549000,902000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
